panel	gid	tpm_Ar	tpm_As	tpm_Br	tpm_Bs	tpm_Hr	tpm_Hs	MP_tpm	HP_tpm	SS_Ar_As	SS_Br_Bs	SS_As_Bs	SS_Hs_As	SS_Hs_Bs	SS_Hs_Ms	tag	Bs_As log2ratio
variable (1155)	Zm00001d042966	23.3	19.0	17.9	17.4	9.6	13.2	18.2	19.0	0.060	0.040	0.101	0.058	0.112	0.051	variable	-0.1243250111
variable (1155)	Zm00001d043012	17.1	11.1	18.5	13.7	20.3	5.1	12.4	13.7	0.094	0.084	0.107	0.177	0.147	0.156	variable	0.299469977
variable (1155)	Zm00001d043018	177.9	115.4	141.7	92.0	110.7	25.6	103.7	115.4	0.089	0.079	0.108	0.175	0.247	0.189	variable	-0.3270994182
variable (1155)	Zm00001d043095	15.1	75.8	17.4	43.2	9.0	176.3	59.5	75.8	0.059	0.091	0.102	0.149	0.182	0.164	variable	-0.8091106768
variable (1155)	Zm00001d043125	9.7	28.3	8.6	49.5	80.8	40.5	38.9	49.5	0.049	0.051	0.156	0.206	0.071	0.110	variable	0.8050676995
variable (1155)	Zm00001d043134	26.5	26.6	35.8	20.1	96.4	15.7	23.4	26.6	0.065	0.094	0.116	0.050	0.095	0.041	variable	-0.4030478396
variable (1155)	Zm00001d043175	17.9	10.9	20.5	23.5	26.3	24.6	17.2	23.5	0.097	0.060	0.463	0.426	0.168	0.147	variable	1.10978456
variable (1155)	Zm00001d043178	191.3	97.7	245.9	125.7	64.6	44.7	111.7	125.7	0.074	0.070	0.174	0.062	0.141	0.084	variable	0.3630757777
variable (1155)	Zm00001d043229	16.2	17.8	12.3	10.7	16.2	12.8	14.2	17.8	0.044	0.068	0.118	0.091	0.060	0.049	variable	-0.730690252
variable (1155)	Zm00001d043267	43.7	26.4	28.9	22.1	4.2	16.7	24.3	26.4	0.088	0.097	0.104	0.127	0.190	0.147	variable	-0.2586952122
variable (1155)	Zm00001d043288	11.0	7.6	6.3	6.5	0.0	6.5	7.1	7.6	0.099	0.066	0.202	0.183	0.367	0.178	variable	-0.2325458526
variable (1155)	Zm00001d043309	22.4	35.1	23.6	31.2	28.1	20.1	33.1	35.1	0.056	0.089	0.104	0.112	0.159	0.092	variable	-0.1684898334
variable (1155)	Zm00001d043329	191.5	69.7	89.3	55.6	33.5	49.2	62.6	69.7	0.082	0.095	0.149	0.068	0.095	0.041	variable	-0.3265493089
variable (1155)	Zm00001d043335	57.9	62.4	38.3	38.2	28.7	21.2	50.3	62.4	0.044	0.046	0.127	0.100	0.185	0.110	variable	-0.7087369558
variable (1155)	Zm00001d043382	242.9	43.8	161.3	43.3	92.2	27.3	43.5	43.8	0.063	0.089	0.200	0.095	0.112	0.059	variable	-0.01730893314
variable (1155)	Zm00001d043517	91.2	50.7	134.4	54.5	250.8	45.7	52.6	54.5	0.046	0.086	0.137	0.188	0.180	0.176	variable	0.1058060824
variable (1155)	Zm00001d043536	6.6	3.9	1.6	6.9	12.6	13.7	5.4	6.9	0.086	0.088	0.236	0.080	0.265	0.089	variable	0.80620053
variable (1155)	Zm00001d043549	18.4	2.3	8.1	3.9	0.0	1.7	3.1	3.9	0.070	0.089	0.201	0.125	0.155	0.125	variable	0.7706982863
variable (1155)	Zm00001d043565	24.0	17.1	21.1	14.9	18.0	20.4	16.0	17.1	0.063	0.081	0.122	0.080	0.100	0.066	variable	-0.19812889
variable (1155)	Zm00001d043625	128.9	106.7	148.7	84.5	195.1	57.6	95.6	106.7	0.079	0.059	0.101	0.069	0.158	0.055	variable	-0.3354412005
variable (1155)	Zm00001d043686	10.1	10.1	15.9	11.4	6.6	3.3	10.7	11.4	0.089	0.100	0.103	0.132	0.188	0.112	variable	0.1723430112
variable (1155)	Zm00001d043752	112.9	6.2	72.4	14.7	13.2	1.2	10.5	14.7	0.092	0.031	0.294	0.391	0.206	0.244	variable	1.242804465
variable (1155)	Zm00001d043776	26.9	22.9	43.2	22.1	70.6	12.6	22.5	22.9	0.063	0.095	0.196	0.231	0.320	0.236	variable	-0.05398669562
variable (1155)	Zm00001d043850	49.6	22.2	37.9	23.1	52.1	18.3	22.7	23.1	0.081	0.071	0.144	0.133	0.097	0.113	variable	0.05541219209
variable (1155)	Zm00001d043942	23.3	14.0	21.6	18.8	13.8	15.8	16.4	18.8	0.095	0.071	0.118	0.256	0.207	0.214	variable	0.4278470686
variable (1155)	Zm00001d043955	105.1	106.3	155.6	88.4	192.7	72.8	97.3	106.3	0.091	0.048	0.101	0.165	0.260	0.189	variable	-0.2663467894
variable (1155)	Zm00001d043984	123.6	126.5	171.8	93.8	319.6	130.2	110.1	126.5	0.094	0.096	0.198	0.113	0.085	0.076	variable	-0.4313804806
variable (1155)	Zm00001d043988	9.4	3.5	45.9	25.2	7.8	10.4	14.3	25.2	0.041	0.060	0.321	0.121	0.200	0.201	variable	2.851005808
variable (1155)	Zm00001d044024	33.6	41.9	30.8	30.9	23.3	12.5	36.4	41.9	0.042	0.051	0.103	0.127	0.079	0.101	variable	-0.4382427834
variable (1155)	Zm00001d044035	82.4	54.5	324.5	119.2	623.0	14.3	86.9	119.2	0.087	0.070	0.128	0.092	0.181	0.146	variable	1.128944344
variable (1155)	Zm00001d044042	21.2	12.6	53.7	34.6	30.5	7.4	23.6	34.6	0.085	0.053	0.336	0.331	0.178	0.174	variable	1.456525837
variable (1155)	Zm00001d044065	9.9	9.8	6.9	15.5	0.0	1.1	12.6	15.5	0.058	0.097	0.111	0.176	0.272	0.199	variable	0.6614434351
variable (1155)	Zm00001d044096	106.7	171.7	107.9	661.6	48.5	980.4	416.7	661.6	0.032	0.084	0.187	0.200	0.032	0.034	variable	1.945884979
variable (1155)	Zm00001d044261	113.4	105.6	149.4	126.6	428.5	72.2	116.1	126.6	0.026	0.065	0.103	0.038	0.137	0.038	variable	0.2623156382
variable (1155)	Zm00001d044300	932.9	472.0	302.3	196.8	46.1	12.8	334.4	472.0	0.050	0.062	0.169	0.075	0.220	0.082	variable	-1.261949702
variable (1155)	Zm00001d044358	5.4	5.3	10.3	9.9	4.2	15.1	7.6	9.9	0.064	0.094	0.301	0.147	0.183	0.070	variable	0.9189667508
variable (1155)	Zm00001d044367	16.2	11.3	11.1	15.1	6.6	11.7	13.2	15.1	0.063	0.057	0.131	0.125	0.109	0.109	variable	0.4170494213
variable (1155)	Zm00001d044388	36.4	51.1	74.9	54.2	70.0	69.2	52.6	54.2	0.027	0.045	0.226	0.160	0.080	0.076	variable	0.08393118828
variable (1155)	Zm00001d044391	63.1	40.9	77.4	46.0	31.1	17.2	43.4	46.0	0.035	0.042	0.111	0.115	0.094	0.085	variable	0.168054102
variable (1155)	Zm00001d044417	5.6	5.6	7.2	8.3	1.8	4.5	7.0	8.3	0.069	0.100	0.202	0.202	0.308	0.201	variable	0.5626997944
variable (1155)	Zm00001d044434	99.4	88.6	105.4	138.0	20.3	29.8	113.3	138.0	0.085	0.100	0.146	0.218	0.144	0.205	variable	0.6398235084
variable (1155)	Zm00001d044441	76.6	50.6	74.8	69.1	73.6	44.5	59.8	69.1	0.035	0.094	0.260	0.167	0.094	0.072	variable	0.4480904773
variable (1155)	Zm00001d044465	7.0	7.3	8.4	3.2	1.2	10.6	5.3	7.3	0.093	0.081	0.109	0.041	0.149	0.050	variable	-1.188458352
variable (1155)	Zm00001d044511	18.8	13.1	21.2	15.4	64.6	9.6	14.2	15.4	0.088	0.100	0.127	0.140	0.070	0.123	variable	0.2379920342
variable (1155)	Zm00001d044515	27.0	27.0	60.8	19.2	170.6	7.4	23.1	27.0	0.039	0.049	0.130	0.177	0.188	0.122	variable	-0.4962557944
variable (1155)	Zm00001d044551	72.2	63.2	59.7	38.0	132.9	39.5	50.6	63.2	0.038	0.093	0.328	0.125	0.266	0.095	variable	-0.735902455
variable (1155)	Zm00001d044575	20.2	29.6	63.7	51.4	69.4	20.0	40.5	51.4	0.062	0.041	0.206	0.191	0.232	0.153	variable	0.7965568608
variable (1155)	Zm00001d044600	108.4	84.7	116.7	66.5	214.2	98.6	75.6	84.7	0.058	0.042	0.307	0.125	0.213	0.076	variable	-0.3499510558
variable (1155)	Zm00001d044621	32.8	24.2	50.5	28.1	88.6	14.0	26.1	28.1	0.053	0.093	0.121	0.124	0.237	0.140	variable	0.2192156091
variable (1155)	Zm00001d044653	175.5	113.0	125.4	70.0	210.1	55.5	91.5	113.0	0.053	0.060	0.200	0.102	0.192	0.098	variable	-0.6902284916
variable (1155)	Zm00001d044667	81.3	91.0	62.6	101.0	91.0	27.4	96.0	101.0	0.100	0.066	0.295	0.188	0.240	0.116	variable	0.1504357435
variable (1155)	Zm00001d044686	2.7	3386.5	11.4	1499.7	0.6	1246.7	2443.1	3386.5	0.077	0.037	0.157	0.070	0.128	0.072	variable	-1.175101466
variable (1155)	Zm00001d044699	29.7	22.7	20.7	20.6	15.0	12.5	21.7	22.7	0.033	0.067	0.139	0.177	0.078	0.159	variable	-0.1378661501
variable (1155)	Zm00001d044812	151.4	32.4	110.5	26.7	111.9	6.2	29.5	32.4	0.047	0.073	0.116	0.064	0.112	0.090	variable	-0.2809085142
variable (1155)	Zm00001d044821	44.5	11.0	21.0	12.5	7.8	3.1	11.7	12.5	0.029	0.066	0.178	0.160	0.338	0.206	variable	0.1822450315
variable (1155)	Zm00001d044860	68.8	22.6	104.7	63.6	132.9	26.1	43.1	63.6	0.094	0.080	0.122	0.094	0.100	0.085	variable	1.490918843
variable (1155)	Zm00001d045104	40.1	79.1	40.4	56.2	29.3	33.6	67.7	79.1	0.073	0.066	0.219	0.104	0.243	0.095	variable	-0.4937675063
variable (1155)	Zm00001d045108	228.5	160.2	250.5	115.4	432.7	108.5	137.8	160.2	0.028	0.029	0.339	0.299	0.054	0.228	variable	-0.4734465473
variable (1155)	Zm00001d045153	87.1	93.3	91.4	87.2	70.0	81.6	90.2	93.3	0.051	0.088	0.106	0.058	0.141	0.070	variable	-0.09699716284
variable (1155)	Zm00001d045183	114.6	76.1	75.8	55.4	123.9	45.0	65.7	76.1	0.053	0.035	0.168	0.176	0.126	0.170	variable	-0.4567816401
variable (1155)	Zm00001d045206	2470.3	320.8	1169.6	479.4	347.1	88.8	400.1	479.4	0.072	0.020	0.137	0.112	0.031	0.038	variable	0.5794876334
variable (1155)	Zm00001d045217	13.9	7.4	13.8	9.7	11.4	7.4	8.6	9.7	0.068	0.061	0.105	0.196	0.134	0.141	variable	0.3783218456
variable (1155)	Zm00001d045297	9.7	13.5	6.7	7.3	7.2	6.8	10.4	13.5	0.070	0.098	0.111	0.125	0.099	0.088	variable	-0.8872088584
variable (1155)	Zm00001d045314	5.9	12.7	5.0	7.2	15.0	6.1	9.9	12.7	0.083	0.082	0.306	0.289	0.077	0.263	variable	-0.8228221922
variable (1155)	Zm00001d045315	76.8	61.3	77.1	62.0	74.2	37.2	61.6	62.0	0.035	0.070	0.179	0.119	0.112	0.075	variable	0.0158174085
variable (1155)	Zm00001d045336	53.5	33.1	37.9	24.1	44.9	12.0	28.6	33.1	0.093	0.037	0.237	0.237	0.136	0.199	variable	-0.4592728037
variable (1155)	Zm00001d045370	23.5	16.3	28.7	19.1	12.0	6.7	17.7	19.1	0.057	0.050	0.120	0.357	0.364	0.379	variable	0.2280564758
variable (1155)	Zm00001d045394	81.4	43.5	53.1	28.9	103.5	40.4	36.2	43.5	0.081	0.083	0.224	0.102	0.141	0.077	variable	-0.5920244389
variable (1155)	Zm00001d045431	264.0	80.3	201.3	82.0	91.0	66.7	81.2	82.0	0.043	0.096	0.271	0.097	0.184	0.044	variable	0.03164913463
variable (1155)	Zm00001d045448	25.8	16.3	18.8	27.0	3.0	22.7	21.7	27.0	0.049	0.034	0.122	0.175	0.078	0.095	variable	0.7288643506
variable (1155)	Zm00001d045472	40.2	50.5	26.4	20.6	23.9	47.0	35.6	50.5	0.056	0.074	0.181	0.139	0.270	0.127	variable	-1.290980059
variable (1155)	Zm00001d045478	16.1	14.2	68.6	71.9	176.5	24.4	43.1	71.9	0.029	0.029	0.103	0.156	0.076	0.082	variable	2.33917462
variable (1155)	Zm00001d045646	10.4	9.6	67.1	41.9	50.3	17.9	25.7	41.9	0.059	0.035	0.405	0.388	0.099	0.074	variable	2.120857701
variable (1155)	Zm00001d045783	21.9	24.8	21.6	23.8	15.0	12.1	24.3	24.8	0.028	0.082	0.108	0.300	0.378	0.318	variable	-0.05780719786
variable (1155)	Zm00001d045894	24.3	13.6	45.8	19.6	16.8	15.0	16.6	19.6	0.061	0.058	0.287	0.150	0.198	0.111	variable	0.5300456801
variable (1155)	Zm00001d046221	19.7	15.6	11.1	13.5	12.6	16.0	14.5	15.6	0.055	0.079	0.225	0.146	0.097	0.111	variable	-0.2071136359
variable (1155)	Zm00001d046249	13.8	9.4	13.5	9.6	10.8	8.5	9.5	9.6	0.069	0.086	0.156	0.132	0.119	0.129	variable	0.02972979794
variable (1155)	Zm00001d046313	8.5	6.3	15.5	6.5	7.2	2.9	6.4	6.5	0.088	0.071	0.282	0.157	0.279	0.186	variable	0.05604008467
variable (1155)	Zm00001d046396	42.1	29.4	34.6	18.3	46.1	15.1	23.8	29.4	0.061	0.073	0.166	0.111	0.269	0.102	variable	-0.6858898623
variable (1155)	Zm00001d046404	3.3	2.8	13.8	21.5	12.6	4.9	12.2	21.5	0.089	0.081	0.194	0.097	0.113	0.106	variable	2.918726549
variable (1155)	Zm00001d046500	4.3	2.7	10.3	7.7	6.6	5.8	5.2	7.7	0.057	0.071	0.227	0.303	0.128	0.222	variable	1.509021337
variable (1155)	Zm00001d046506	32.7	29.5	19.8	29.4	26.9	14.4	29.4	29.5	0.067	0.070	0.216	0.112	0.131	0.078	variable	-0.003784417075
variable (1155)	Zm00001d046508	70.3	50.8	68.8	88.7	15.6	30.1	69.7	88.7	0.097	0.058	0.193	0.355	0.218	0.260	variable	0.8025397988
variable (1155)	Zm00001d046513	12.6	21.5	7.4	16.5	3.0	21.6	19.0	21.5	0.069	0.085	0.280	0.145	0.183	0.140	variable	-0.382392393
variable (1155)	Zm00001d046579	38.2	33.9	48.1	34.4	34.1	21.6	34.1	34.4	0.087	0.075	0.257	0.273	0.250	0.187	variable	0.01921014079
variable (1155)	Zm00001d046592	20.8	8.7	24.1	22.5	8.4	13.6	15.6	22.5	0.085	0.074	0.123	0.137	0.204	0.159	variable	1.366278819
variable (1155)	Zm00001d046599	427.7	201.3	503.3	300.6	539.2	144.7	251.0	300.6	0.031	0.047	0.142	0.028	0.120	0.065	variable	0.5782025153
variable (1155)	Zm00001d046831	69.5	32.7	38.5	39.8	28.7	29.2	36.3	39.8	0.090	0.039	0.279	0.063	0.250	0.097	variable	0.282379922
variable (1155)	Zm00001d046915	40.1	10.4	28.9	23.3	3.0	11.8	16.8	23.3	0.048	0.077	0.243	0.076	0.238	0.170	variable	1.167880447
variable (1155)	Zm00001d046929	107.4	65.3	96.4	80.6	79.6	52.9	72.9	80.6	0.042	0.072	0.114	0.067	0.093	0.040	variable	0.3035528013
variable (1155)	Zm00001d047090	18.2	77.8	18.3	36.5	9.6	30.0	57.1	77.8	0.030	0.068	0.118	0.047	0.165	0.057	variable	-1.092967734
variable (1155)	Zm00001d047126	51.3	33.4	43.2	20.3	52.1	10.5	26.9	33.4	0.068	0.061	0.108	0.114	0.107	0.141	variable	-0.7156309986
variable (1155)	Zm00001d047166	1215.5	159.5	406.0	150.7	365.1	252.3	155.1	159.5	0.065	0.078	0.114	0.060	0.096	0.035	variable	-0.08154481734
variable (1155)	Zm00001d047204	27.9	100.9	23.4	65.5	46.7	45.8	83.2	100.9	0.071	0.042	0.188	0.170	0.095	0.165	variable	-0.6228918562
variable (1155)	Zm00001d047241	20.1	14.1	19.5	17.0	15.0	5.3	15.6	17.0	0.075	0.074	0.244	0.340	0.224	0.291	variable	0.2676818147
variable (1155)	Zm00001d047255	59.3	185.4	53.6	78.3	90.4	257.7	131.9	185.4	0.094	0.052	0.132	0.088	0.114	0.071	variable	-1.243529689
variable (1155)	Zm00001d047262	14.7	11.5	12.8	16.5	16.2	9.0	14.0	16.5	0.053	0.079	0.217	0.143	0.122	0.064	variable	0.5218531516
variable (1155)	Zm00001d047276	395.4	173.9	239.6	118.0	19.7	50.3	145.9	173.9	0.056	0.028	0.109	0.091	0.166	0.103	variable	-0.5596534524
variable (1155)	Zm00001d047290	39.0	39.1	57.6	36.1	169.4	11.1	37.6	39.1	0.078	0.079	0.105	0.087	0.169	0.117	variable	-0.1173357096
variable (1155)	Zm00001d047306	36.1	28.7	34.1	18.0	47.3	9.8	23.3	28.7	0.044	0.069	0.128	0.089	0.134	0.095	variable	-0.6780861283
variable (1155)	Zm00001d047309	18.9	19.0	19.4	11.1	8.4	8.7	15.0	19.0	0.092	0.095	0.121	0.251	0.230	0.222	variable	-0.7739840919
variable (1155)	Zm00001d047396	50.0	45.6	26.3	63.0	31.7	88.1	54.3	63.0	0.061	0.033	0.234	0.131	0.105	0.070	variable	0.4663612529
variable (1155)	Zm00001d047447	109.6	34.4	48.7	52.9	19.7	34.3	43.7	52.9	0.088	0.057	0.136	0.057	0.089	0.053	variable	0.6202890506
variable (1155)	Zm00001d047461	21.8	12.8	43.2	4.1	13.2	7.2	8.5	12.8	0.068	0.100	0.126	0.082	0.100	0.066	variable	-1.630591837
variable (1155)	Zm00001d047501	107.8	253.4	98.8	64.8	290.2	104.0	159.1	253.4	0.090	0.047	0.253	0.099	0.168	0.090	variable	-1.966612469
variable (1155)	Zm00001d047533	49.0	39.0	55.7	46.7	32.3	20.6	42.9	46.7	0.032	0.055	0.130	0.220	0.249	0.204	variable	0.2583061196
variable (1155)	Zm00001d047608	35.6	26.6	29.1	51.3	31.7	19.6	39.0	51.3	0.062	0.062	0.134	0.090	0.211	0.171	variable	0.944461131
variable (1155)	Zm00001d047618	103.0	39.2	133.3	66.0	11.4	25.4	52.6	66.0	0.094	0.037	0.100	0.199	0.126	0.182	variable	0.753055197
variable (1155)	Zm00001d047667	7.5	8.5	17.8	18.1	5.4	6.7	13.3	18.1	0.060	0.060	0.434	0.299	0.135	0.074	variable	1.095776131
variable (1155)	Zm00001d047689	5.2	8.0	7.4	4.9	4.2	6.8	6.5	8.0	0.092	0.076	0.239	0.143	0.247	0.154	variable	-0.7230083591
variable (1155)	Zm00001d047697	73.0	79.2	40.9	38.2	56.3	30.4	58.7	79.2	0.046	0.058	0.163	0.247	0.084	0.233	variable	-1.050935337
variable (1155)	Zm00001d047707	84.4	54.9	73.4	60.9	58.0	50.2	57.9	60.9	0.045	0.080	0.174	0.202	0.139	0.182	variable	0.1498032795
variable (1155)	Zm00001d047717	14.4	14.2	25.6	27.5	9.6	13.9	20.8	27.5	0.093	0.093	0.167	0.204	0.177	0.145	variable	0.9520984376
variable (1155)	Zm00001d047720	32.4	28.0	54.6	43.4	23.9	20.5	35.7	43.4	0.095	0.087	0.420	0.092	0.376	0.160	variable	0.6327446007
variable (1155)	Zm00001d047723	8.3	11.1	17.6	9.8	0.6	2.7	10.5	11.1	0.065	0.067	0.209	0.185	0.144	0.124	variable	-0.186656771
variable (1155)	Zm00001d047747	46.1	27.2	47.0	16.8	95.8	13.0	22.0	27.2	0.080	0.099	0.226	0.254	0.148	0.222	variable	-0.6919024822
variable (1155)	Zm00001d047754	70.4	38.2	411.2	164.7	108.3	16.7	101.5	164.7	0.049	0.067	0.123	0.107	0.060	0.055	variable	2.108748021
variable (1155)	Zm00001d047776	17.6	20.9	27.2	25.2	21.5	14.9	23.1	25.2	0.085	0.057	0.411	0.224	0.218	0.175	variable	0.2737939041
variable (1155)	Zm00001d047777	38.4	30.1	69.6	44.5	12.0	19.4	37.3	44.5	0.094	0.094	0.107	0.085	0.134	0.089	variable	0.5647386328
variable (1155)	Zm00001d047788	518.1	542.7	228.5	195.9	579.9	178.6	369.3	542.7	0.061	0.030	0.300	0.194	0.112	0.194	variable	-1.469807235
variable (1155)	Zm00001d047794	31.4	28.4	37.4	25.2	43.7	15.4	26.8	28.4	0.068	0.061	0.164	0.054	0.163	0.076	variable	-0.1697727517
variable (1155)	Zm00001d047806	10.6	10.9	21.7	24.2	7.2	8.0	17.6	24.2	0.088	0.030	0.181	0.082	0.125	0.104	variable	1.153615353
variable (1155)	Zm00001d047828	11.8	19.0	30.6	33.5	22.7	17.6	26.3	33.5	0.063	0.046	0.355	0.144	0.225	0.110	variable	0.8178306919
variable (1155)	Zm00001d047852	39.1	33.7	52.2	59.3	54.5	32.7	46.5	59.3	0.065	0.099	0.108	0.106	0.099	0.068	variable	0.815697639
variable (1155)	Zm00001d047937	20.8	15.4	5.0	13.5	3.0	3.7	14.4	15.4	0.085	0.096	0.227	0.272	0.435	0.252	variable	-0.1935951573
variable (1155)	Zm00001d047942	16.87896562	9.371439734	31.0405285	27.57552548	10.77209596	7.305282341	18.5	27.6	0.01935260116	0.02866085401	0.184	0.1982857143	0.1396825397	0.1083099907	variable	1.557045767
variable (1155)	Zm00001d048023	41.84101889	40.28616778	46.50773112	28.19381592	51.46668071	20.82479418	34.2	40.3	0.03638199232	0.06670984456	0.1060802683	0.09343723856	0.09941160973	0.07155805311	variable	-0.5149058215
variable (1155)	Zm00001d048119	30.89156292	30.48095424	28.1535674	18.15818117	42.48993407	9.248323458	24.3	30.5	0.08880427022	0.07543119266	0.1384601367	0.06246013667	0.084	0.05722772277	variable	-0.7472883678
variable (1155)	Zm00001d048122	8.432192465	6.184240972	7.133739599	5.612954989	4.18914843	4.801559165	5.9	6.2	0.08813706984	0.09284848485	0.3914401749	0.1596029019	0.2558922559	0.164021164	variable	-0.1398360455
variable (1155)	Zm00001d048146	157.7730117	49.28842166	24.59388675	39.95055743	89.76746636	34.17232529	44.6	49.3	0.03989286648	0.09303278689	0.1687523828	0.1244887227	0.2799242112	0.15666255	variable	-0.3030331498
variable (1155)	Zm00001d048157	36.48962821	25.03256207	23.54889542	27.24982357	9.575196411	17.02772616	26.1	27.2	0.06719281291	0.07361660079	0.1421867933	0.1089234678	0.09211798839	0.09504067584	variable	0.1224409313
variable (1155)	Zm00001d048158	17.86175174	14.7417193	16.82985747	11.4524331	9.575196411	9.891705077	13.1	14.7	0.04553005134	0.03848985172	0.1351936352	0.1073593074	0.05823095823	0.08423475259	variable	-0.3642506572
variable (1155)	Zm00001d048191	1295.197069	84.94552714	694.4085577	35.48712136	242.9706089	26.16141175	60.2	84.9	0.09876189784	0.09673542499	0.1372785335	0.1501415701	0.2578816199	0.1545945946	variable	-1.259242433
variable (1155)	Zm00001d048294	718.8985393	162.061203	1436.773974	105.7392959	706.7691851	7.539755682	133.9	162.1	0.04220434686	0.06529459934	0.1208461285	0.09621087315	0.0748	0.07193664077	variable	-0.6160271296
variable (1155)	Zm00001d048301	23.1555186	31.08102868	41.41785945	42.42548273	36.50543632	2.450095822	36.8	42.4	0.05732666253	0.06456937279	0.2030138478	0.2485380117	0.2402597403	0.2394957983	variable	0.448896822
variable (1155)	Zm00001d048314	36.05138695	29.22031293	30.06296102	41.10132989	19.15039282	17.53774336	35.2	41.1	0.08641215107	0.08643183301	0.1252598753	0.1645693017	0.1747415618	0.1870967742	variable	0.4922134467
variable (1155)	Zm00001d048316	203.7879925	72.59900851	196.6060218	209.33252	29.92248879	7.806094862	141.0	209.3	0.0482248954	0.05252044158	0.1796867838	0.09256833464	0.1875392933	0.136751534	variable	1.527774702
variable (1155)	Zm00001d048329	4.910452837	1.128431852	1.936754454	6.09259821	0	1.063874623	3.6	6.1	0.05555555556	0.09268292683	0.1051829268	0.1875	0.2926829268	0.2571428571	variable	2.432738308
variable (1155)	Zm00001d048345	149.9160574	48.64738382	104.5978887	33.18735057	20.34729237	17.3571404	40.9	48.6	0.06932441942	0.08267048868	0.1071990019	0.1644624448	0.1108810156	0.1237330897	variable	-0.551728761
variable (1155)	Zm00001d048403	73.25249573	31.10975314	78.22421265	49.29762221	51.46668071	15.39027321	40.2	49.3	0.0556901181	0.08514043972	0.1126006872	0.09605290783	0.07067627494	0.04435483871	variable	0.6641511151
variable (1155)	Zm00001d048409	13.82775253	8.018523571	14.12952624	13.74983616	13.16589507	10.10417388	10.9	13.7	0.07659227171	0.04977375566	0.2276422764	0.05434317501	0.2105263158	0.09824561404	variable	0.778005901
variable (1155)	Zm00001d048486	153.0239015	134.4173117	165.4493348	100.6918507	134.6511995	42.10753278	117.6	134.4	0.04942643842	0.07750218732	0.1254987472	0.09866430388	0.1296848161	0.1126582702	variable	-0.4167720298
variable (1155)	Zm00001d048507	53.8669317	30.63953225	56.36135256	48.97688812	37.70233587	8.799340704	39.8	49.0	0.08976315025	0.06217512995	0.1583443199	0.1182432432	0.1026422764	0.105628655	variable	0.6767068384
variable (1155)	Zm00001d048541	135.6408164	87.42959823	190.5143214	76.53615276	361.4636645	40.39476343	82.0	87.4	0.05301379811	0.0881961507	0.1438767199	0.05292547449	0.1334459459	0.06929328917	variable	-0.1919803865
variable (1155)	Zm00001d048545	698.7786797	487.0732888	469.4676886	193.2911827	1421.916667	218.990832	340.2	487.1	0.03247232164	0.0588658863	0.2423952232	0.05356414456	0.2592541472	0.05377186414	variable	-1.33336304
variable (1155)	Zm00001d048551	76.00767361	54.57402177	61.45047388	58.40752411	58.64807802	26.23080146	56.5	58.4	0.0598637913	0.04540816327	0.3674368289	0.1501584685	0.3195911232	0.07850848624	variable	0.09793986488
variable (1155)	Zm00001d048561	18.58433388	14.67017678	92.38295568	81.31351098	44.2852834	24.70669879	48.0	81.3	0.06775446775	0.07087628068	0.2191000918	0.1698603684	0.1137822071	0.1196343402	variable	2.470608834
variable (1155)	Zm00001d048567	16.57016867	13.71527906	19.4096458	17.19951585	20.94574215	15.90842659	15.5	17.2	0.07587064677	0.0904772426	0.1948724121	0.245111651	0.1132783196	0.176272329	variable	0.3265839782
variable (1155)	Zm00001d048609	6.990780218	5.829866135	4.656006844	7.071397361	4.18914843	1.905346683	6.5	7.1	0.08980874064	0.07442528736	0.2984177215	0.2569620253	0.45	0.3382978723	variable	0.2785325738
variable (1155)	Zm00001d048615	19.86824118	45.51150771	13.67249081	31.84563564	43.68683363	19.0983995	38.7	45.5	0.0208549372	0.06004526694	0.3167344422	0.07697891462	0.3077922078	0.06106412967	variable	-0.5151357126
variable (1155)	Zm00001d048710	6.664233191	163.1257328	6.807576727	452.8668033	0	21.89515402	308.0	452.9	0.05541766375	0.04555257906	0.1481518783	0.1460909637	0.08566213179	0.09074914913	variable	1.473102406
variable (1155)	Zm00001d048737	2.694465898	24.40403067	3.345946052	14.46130138	0	34.10465901	19.4	24.4	0.08534787736	0.07544141252	0.1459796348	0.1279605263	0.1775280899	0.1175438596	variable	-0.7549220617
variable (1155)	Zm00001d048833	35.24129183	30.4912824	58.5007569	66.04152225	39.4976852	20.88631469	48.3	66.0	0.02146000338	0.03084435296	0.114267818	0.1055928969	0.06557958171	0.03546688833	variable	1.114976546
variable (1155)	Zm00001d048924	220.1723063	151.3286253	331.5801344	173.990843	208.8589717	72.46442687	162.7	174.0	0.09773063228	0.05375756158	0.4720498263	0.3109221562	0.1611276701	0.1141070903	variable	0.2013264668
variable (1155)	Zm00001d048962	75.2156365	10.62373114	75.28388692	14.04152934	90.96436591	21.15551996	12.3	14.0	0.08825419324	0.061482368	0.1836855619	0.1092369478	0.1241803279	0.08650442478	variable	0.4024095347
variable (1155)	Zm00001d049038	59.3569234	46.35911867	32.98028068	58.23581292	31.11938834	57.62133305	52.3	58.2	0.07049321123	0.09038409885	0.3475312736	0.2222441129	0.128761451	0.0502590252	variable	0.3290534917
variable (1155)	Zm00001d049049	75.78459986	17.09510921	58.86810742	20.46751591	29.92248879	8.118021625	18.8	20.5	0.04094046592	0.06901960784	0.1463157895	0.09513556619	0.08151515152	0.07887700535	variable	0.2597523769
